Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Link do ogłoszenia
Widzew Zarzew. Funkcjonalne rozkładowe M4. Wolne,Widzew Zarzew,3,325 000,55,5 909,https://www.otodom.pl/pl/oferta/widzew-zarzew-funkcjonalne-rozkladowe-m4-wolne-ID48Udy.html#c3b0d6d9ec
Mieszkanie na sprzedaż Łódź Stoki,łódzkie,3,260 000,50,5 200,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-stoki-ID48UcO.html#c3b0d6d9ec
2 po remoncie -Żubardź,Bałuty,2,285 000,44.10,6 463,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-zubardz-ID48U7l.html#c3b0d6d9ec
M3 Bałuty okazja,Bałuty,2,250 000,45,5 556,https://www.otodom.pl/pl/oferta/m3-baluty-okazja-ID48U0y.html#c3b0d6d9ec
40m 2 z aneksem na Górnej 12000,Górna,2,12 000,40,300,https://www.otodom.pl/pl/oferta/40m-2-pokoje-z-aneksem-na-gornej-12000-zl-ID48TZ3.html#c3b0d6d9ec
Mieszkanie M-3 Łódź Dąbrowa,Górna,2,199 000,40.60,4 901,https://www.otodom.pl/pl/oferta/mieszkanie-m-3-lodz-dabrowa-ID481Hv.html#c3b0d6d9ec
Przutulne M3 na Teofilowie,Bałuty Teofilów,2,198 000,37,5 351,https://www.otodom.pl/pl/oferta/przutulne-m3-na-teofilowie-ID48TSB.html#c3b0d6d9ec
Black Week/Cena po rabacie!,Śródmieście,2,276 000,40.98,6 735,https://www.otodom.pl/pl/oferta/black-week-cena-po-rabacie-ID48TOG.html#c3b0d6d9ec
Rozkładowe M3- Nowe Centrum Łodzi,łódzkie,2,375 000,51.57,7 272,https://www.otodom.pl/pl/oferta/rozkladowe-m3-nowe-centrum-lodzi-ID48TLx.html#c3b0d6d9ec
Mieszkanie dwupokojowe na Teofilowie do remontu,Bałuty Teofilów,2,199 000,37,5 378,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-na-teofilowie-do-remontu-ID48TDO.html#c3b0d6d9ec
Apartament 2 pokojowy w Ilumino Kilińskiego,Śródmieście,2,299 000,41.02,7 289,https://www.otodom.pl/pl/oferta/apartament-2-pokojowy-w-ilumino-kilinskiego-ID46ms6.html#c3b0d6d9ec
M3 rozkładowe II p ul. Traktorowa,Bałuty Teofilów,2,245 000,45,5 444,https://www.otodom.pl/pl/oferta/m3-rozkladowe-ii-p-ul-traktorowa-ID48TCp.html#c3b0d6d9ec
Osiedle KOLUMNY nowa inwestycja! etap I budynek J,Górna,2,315 531.04,53.68,5 878,https://www.otodom.pl/pl/oferta/osiedle-kolumny-nowa-inwestycja-etap-i-budynek-j-ID455hI.html#c3b0d6d9ec
3 gotowe do wprowadzenia,Bałuty,3,345 000,53.50,6 449,https://www.otodom.pl/pl/oferta/3-pokoje-gotowe-do-wprowadzenia-ID48Ty6.html#c3b0d6d9ec
3 w okolicach Manufaktury,Bałuty,3,269 000,45,5 978,https://www.otodom.pl/pl/oferta/3-pokoje-w-okolicach-manufaktury-ID48Tvw.html#c3b0d6d9ec
Na sprzedaż 3 pokojowe mieszkanie,Śródmieście,3,309 000,45,6 867,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokojowe-mieszkanie-ID48TlZ.html#c3b0d6d9ec
Bezpośrednio Olechów 3 aneks 1 piętro,Widzew Olechów,3,293 000,54.70,5 356,https://www.otodom.pl/pl/oferta/bezposrednio-olechow-3-pokoje-aneks-1-pietro-ID48a9O.html#c3b0d6d9ec
Mieszkanie na nowym osiedlu fantastycznym widokiem,Śródmieście,3,400 575,53,7 558,https://www.otodom.pl/pl/oferta/mieszkanie-na-nowym-osiedlu-fantastycznym-widokiem-ID48TkH.html#c3b0d6d9ec
Doskonała inwestycja 2 + balkon ! stan dewe,Śródmieście,2,273 963,40.89,6 700,https://www.otodom.pl/pl/oferta/doskonala-inwestycja-2-pokoje-balkon-stan-dewe-ID48TkG.html#c3b0d6d9ec
Dwa + balkon blisko Piotrkowskiej w nowej i,Śródmieście,2,311 847,44.87,6 950,https://www.otodom.pl/pl/oferta/dwa-pokoje-balkon-blisko-piotrkowskiej-w-nowej-i-ID48TkE.html#c3b0d6d9ec
Ogłoszenie nieaktualne,Widzew,2,229 000,37.64,6 084,https://www.otodom.pl/pl/oferta/ogloszenie-nieaktualne-ID48N6w.html#b817e36df5
OD ZARAZ - inwestycja oddana 2 pok+ balkon+parking,Bałuty,3,297 000,41.18,7 212,https://www.otodom.pl/pl/oferta/od-zaraz-inwestycja-oddana-2-pok-balkon-parking-ID48Jrq.html#b817e36df5
Bardzo ładne mieszkanie na Teofilowie,Bałuty,2,245 000,44.79,5 470,https://www.otodom.pl/pl/oferta/bardzo-ladne-mieszkanie-na-teofilowie-ID45FvA.html#b817e36df5
Dwa + balkon blisko Piotrkowskiej w nowej i,Śródmieście,2,333 395,49.47,6 739,https://www.otodom.pl/pl/oferta/dwa-pokoje-balkon-blisko-piotrkowskiej-w-nowej-i-ID48TkD.html#b817e36df5
Dwa + balkon blisko Piotrkowskiej w nowej i,Śródmieście,2,333 395,47.29,7 050,https://www.otodom.pl/pl/oferta/dwa-pokoje-balkon-blisko-piotrkowskiej-w-nowej-i-ID48TkB.html#b817e36df5
Dwa + balkon blisko Piotrkowskiej w nowej i,Śródmieście,2,333 395,47.29,7 050,https://www.otodom.pl/pl/oferta/dwa-pokoje-balkon-blisko-piotrkowskiej-w-nowej-i-ID48Tky.html#b817e36df5
Mieszkanie 4510 Łódź,Bałuty Teofilów,2,235 000,45.10,5 211,https://www.otodom.pl/pl/oferta/mieszkanie-45-10-m-lodz-ID48RB8.html#b817e36df5
2 37 m Zarzew przy parku,Widzew Zarzew,2,207 000,37,5 595,https://www.otodom.pl/pl/oferta/2-pokoje-37-m-zarzew-przy-parku-ID48Tjk.html#b817e36df5
2 na Woonerfie. Rewitalizacja Centrum.,Górna,2,239 000,41.26,5 793,https://www.otodom.pl/pl/oferta/2-pokoje-na-woonerfie-rewitalizacja-centrum-ID48Eiv.html#b817e36df5
2 Bałuty,Bałuty,2,226 000,38.30,5 901,https://www.otodom.pl/pl/oferta/2-pokoje-baluty-ID48T8l.html#b817e36df5
Na sprzedaż dwupokojowe mieszkanie w Łodzi,Bałuty,2,256 000,44.82,5 712,https://www.otodom.pl/pl/oferta/na-sprzedaz-dwupokojowe-mieszkanie-w-lodzi-ID48T7e.html#b817e36df5
2 rondo Lotników Lwowskich,Górna,2,223 000,46,4 848,https://www.otodom.pl/pl/oferta/2-pokoje-rondo-lotnikow-lwowskich-ID48T3U.html#b817e36df5
Przestronna kawalerka Koziny,Polesie,1,204 000,36,5 667,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-koziny-ID48T1F.html#b817e36df5
Rozkładowe M4 po remoncie,Bałuty,3,324 000,53,6 113,https://www.otodom.pl/pl/oferta/rozkladowe-m4-po-remoncie-ID48SZy.html#b817e36df5
3 rozkładowe Retkinia,Polesie,3,299 000,53,5 642,https://www.otodom.pl/pl/oferta/3-rozkladowe-pokoje-retkinia-ID48SWo.html#b817e36df5
Żubardź M-3 blok z cegły czwarte piętro balkon,Bałuty,2,274 000,46.07,5 947,https://www.otodom.pl/pl/oferta/zubardz-m-3-blok-z-cegly-czwarte-pietro-balkon-ID48SU5.html#b817e36df5
Mieszkanie na sprzedaż Łódź Śródmieście,Śródmieście,2,215 000,43.50,4 943,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-lodz-srodmiescie-ID48RgX.html#b817e36df5
3 Zarzew,Widzew,>10 pokoi,249 000,48,5 188,https://www.otodom.pl/pl/oferta/3-pokoje-zarzew-ID48SIC.html#b817e36df5
Słoneczne mieszkanie na Olechowie ul. Cynarskiego,Widzew,2,379 000,51.77,7 321,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-olechowie-ul-cynarskiego-ID48Sr6.html#b817e36df5
M3 46m2 1p cegła z ogródkiem!,Górna,2,229 000,45.88,4 991,https://www.otodom.pl/pl/oferta/m3-46m2-1p-cegla-z-ogrodkiem-ID48Smr.html#b817e36df5
M-3 rozkład Bałuty przy Żabieńcu,Bałuty,2,265 000,45.95,5 767,https://www.otodom.pl/pl/oferta/m-3-rozklad-baluty-przy-zabiencu-ID48Sml.html#b817e36df5
2 w apartamentowcu,Bałuty,2,245 000,43.92,5 578,https://www.otodom.pl/pl/oferta/2-pokoje-w-apartamentowcu-ID48S6x.html#b817e36df5
Trzy po remoncie Retkinia,Polesie Retkinia,3,337 000,53,6 358,https://www.otodom.pl/pl/oferta/trzy-pokoje-po-remoncie-retkinia-ID48S1X.html#b817e36df5
Mieszkanie w centrum Łodzi  super inwestycja!!!,Śródmieście,3,233 500,53,4 406,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-lodzi-super-inwestycja-ID47B0J.html#b817e36df5
Mieszkanie Bałuty lutomierska 55m2,Bałuty,3,319 000,55,5 800,https://www.otodom.pl/pl/oferta/mieszkanie-baluty-lutomierska-55m2-ID48DdT.html#b817e36df5
Kawalerka z balkonem okno-drzwiami I piętro,Polesie,1,250 000,38,6 579,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-okno-drzwiami-i-pietro-ID494cn.html#b52d4b1318
Mieszkanie inwestycyjne w centrum Łodzi 37 m2,Śródmieście,2,225 000,37.30,6 032,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-w-centrum-lodzi-37-m2-ID48hXJ.html#b52d4b1318
NOWE BUDOWNICTWO - 3 obok Parku Śledzia,Bałuty,3,297 131,48.71,6 100,https://www.otodom.pl/pl/oferta/nowe-budownictwo-3-pokoje-obok-parku-sledzia-ID48RUV.html#b52d4b1318
Promocja! Świetna lokalizacja! Od dewelopera,Widzew,2,299 300,42.10,7 109,https://www.otodom.pl/pl/oferta/promocja-swietna-lokalizacja-od-dewelopera-ID48RKk.html#b52d4b1318
Politechnika Łódzka! Miejsce postojowe gratis!,Polesie Retkinia,2,285 600,41.10,6 949,https://www.otodom.pl/pl/oferta/politechnika-lodzka-miejsce-postojowe-gratis-ID48RKj.html#b52d4b1318
Mieszkanie 38 Łódź,Bałuty Teofilów,2,244 985,38,6 447,https://www.otodom.pl/pl/oferta/mieszkanie-38-m-lodz-ID48RGQ.html#b52d4b1318
Sprzedam M3 Retkinia Botanik.,Polesie Retkinia,2,250 000,38.23,6 539,https://www.otodom.pl/pl/oferta/sprzedam-m3-retkinia-botanik-ID47lyE.html#b52d4b1318
Węglowa PRIMO Łódz,Śródmieście,2,392 000,45.12,8 688,https://www.otodom.pl/pl/oferta/weglowa-primo-lodz-ID48D3v.html#b52d4b1318
M3 ul.Dąbrowskiego!!!,Górna,2,225 000,37,6 081,https://www.otodom.pl/pl/oferta/m3-ul-dabrowskiego-ID48RDy.html#b52d4b1318
Deweloperskie M-2 z wysokim rabatem/Politechnika Ł,Śródmieście,2,279 460,40.36,6 924,https://www.otodom.pl/pl/oferta/deweloperskie-m-2-z-wysokim-rabatem-politechnika-l-ID48RzP.html#b52d4b1318
3/ 2 piętro / okolice Parku Podolskiego,Górna,3,320 000,52.35,6 113,https://www.otodom.pl/pl/oferta/3-pokoje-2-pietro-okolice-parku-podolskiego-ID48Rv4.html#b52d4b1318
BałutyTeofilów2rozkładowedo wprowadzenia,Bałuty,2,285 000,44.10,6 463,https://www.otodom.pl/pl/oferta/baluty-teofilow-2rozkladowe-pokoje-do-wprowadzenia-ID48RwX.html#b52d4b1318
2-pokojowe mieszkanie z garderobą,Górna,2,228 360,37.05,6 164,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-garderoba-ID47rzQ.html#b52d4b1318
Rozkładowe M3 Bałuty Teofilów,Bałuty Teofilów,2,249 000,45,5 533,https://www.otodom.pl/pl/oferta/rozkladowe-m3-baluty-teofilow-ID48Rjq.html#b52d4b1318
3 w nowym apartamencie z ogródkiem centrum,Górna,3,309 000,52.53,5 882,https://www.otodom.pl/pl/oferta/3-pokoje-w-nowym-apartamencie-z-ogrodkiem-centrum-ID48RgV.html#b52d4b1318
Dwa do wejścia! OKAZJA!,Górna,2,189 000,36,5 250,https://www.otodom.pl/pl/oferta/dwa-pokoje-do-wejscia-okazja-ID48Re6.html#b52d4b1318
Trzy 542m2 Koziny przy Manufakturze,Polesie Koziny,3,270 000,54.20,4 982,https://www.otodom.pl/pl/oferta/trzy-pokoje-54-2m2-koziny-przy-manufakturze-ID48RcV.html#b52d4b1318
Mieszkanie z garażem 50m2 w apartamentowcu,Górna,2,270 000,50,5 400,https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-50m2-w-apartamentowcu-ID456X3.html#b52d4b1318
Tylko U Nas!!! 2 Rozkładowe PokojeLoggia!!!,Górna Chojny,2,260 000,47,5 532,https://www.otodom.pl/pl/oferta/tylko-u-nas-2-rozkladowe-pokoje-loggia-ID47awA.html#b52d4b1318
Na Sprzedaż ! 2-pokojwe mieszkanie loftowe,Górna,2,306 000,37.90,8 074,https://www.otodom.pl/pl/oferta/na-sprzedaz-2-pokojwe-mieszkanie-loftowe-ID48R6u.html#b52d4b1318
Bezpośrednio 45m2 - 2,Bałuty,2,246 500,44.82,5 500,https://www.otodom.pl/pl/oferta/bezposrednio-45m2-2-pokoje-ID48J4Z.html#31613ff3c1
Ogłoszenie nieaktualne,Widzew,2,229 000,37.64,6 084,https://www.otodom.pl/pl/oferta/ogloszenie-nieaktualne-ID48N6w.html#31613ff3c1
Komfortowe mieszkanie na Retkini,Polesie,3,319 360,52.97,6 029,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-retkini-ID48v4E.html#31613ff3c1
M4 Nowe Rokicie Piasta,Górna,3,265 000,52,5 096,https://www.otodom.pl/pl/oferta/m4-nowe-rokicie-piasta-ID48R6q.html#31613ff3c1
Black Week! Nie Przegap! Promocja 4052m2 dwa po,Śródmieście,2,265 090,40.52,6 542,https://www.otodom.pl/pl/oferta/black-week-nie-przegap-promocja-40-52m2-dwa-po-ID48bwU.html#31613ff3c1
Wyprzedaż 2020! Dwa 40m2+balkon 45m2,Śródmieście,2,269 976,40.14,6 726,https://www.otodom.pl/pl/oferta/wyprzedaz-2020-dwa-pokoje-40m2-balkon-4-5m2-ID48cj8.html#31613ff3c1
mieszkanie 2-pokojowe od zaraz cena do negocjacji,Bałuty,2,260 000,39.24,6 626,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-od-zaraz-cena-do-negocjacji-ID48COx.html#31613ff3c1
Słoneczne przestronne 3-pokojowe mieszkanie,Górna,3,282 500,44,6 420,https://www.otodom.pl/pl/oferta/sloneczne-przestronne-3-pokojowe-mieszkanie-ID47jPX.html#31613ff3c1
M-4 54m2 Polesie oś.Falista ul.Falista,Polesie Lublinek,3,262 000,54.20,4 834,https://www.otodom.pl/pl/oferta/m-4-54m2-polesie-os-falista-ul-falista-ID48QAE.html#31613ff3c1
Funkcjonalne 2-pokojowe mieszkanie na Górnej!,Górna,2,274 360,51.29,5 349,https://www.otodom.pl/pl/oferta/funkcjonalne-2-pokojowe-mieszkanie-na-gornej-ID48hCl.html#31613ff3c1
Trzy w Apartamentowcu Centrum-Widzew !!!,Śródmieście,3,305 760,51.61,5 924,https://www.otodom.pl/pl/oferta/trzy-pokoje-w-apartamentowcu-centrum-widzew-ID48Qny.html#31613ff3c1
Dwa w Apartamentowcu - Centrum-Widzew !!!,Śródmieście,2,235 000,35.24,6 669,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-apartamentowcu-centrum-widzew-ID48Qma.html#31613ff3c1
Trzy Centrum-Widzew RABAT 43.000 !!!,Śródmieście,3,294 200,48.91,6 015,https://www.otodom.pl/pl/oferta/trzy-pokoje-centrum-widzew-rabat-43-000-ID48QlS.html#31613ff3c1
Dwa w Apartamentowcu - Harmonogram 10/90 !!,Bałuty,2,250 059,40.66,6 150,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-apartamentowcu-harmonogram-10-90-ID48Qlx.html#31613ff3c1
Dwa w Apartamentowcu - Harmonogram 10/90 !!,Bałuty,2,228 903,37.22,6 150,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-apartamentowcu-harmonogram-10-90-ID48Qlf.html#31613ff3c1
Mieszkanie 52 Łódź,Bałuty Teofilów,2,255 000,52,4 904,https://www.otodom.pl/pl/oferta/mieszkanie-52-m-lodz-ID48Q7h.html#31613ff3c1
Mieszkanie z balkonem Teofilów Traktorowa,Bałuty,2,232 000,45.10,5 144,https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-teofilow-traktorowa-ID48mSx.html#31613ff3c1
Super oferta 2 pokoi na Dąbrowie !!,Górna,2,257 000,43,5 977,https://www.otodom.pl/pl/oferta/super-oferta-2-pokoi-na-dabrowie-ID48PDs.html#31613ff3c1
M-4 53m2 Retkinia Zagrodniki 1Piętro Loggia,Polesie Retkinia,3,265 000,53,5 000,https://www.otodom.pl/pl/oferta/m-4-53m2-retkinia-zagrodniki-1pietro-loggia-ID48Ppx.html#31613ff3c1
Politechnika Łódzka Bez prowizjiBliskość centrum,Polesie Retkinia,2,298 800,42,7 114,https://www.otodom.pl/pl/oferta/politechnika-lodzka-bez-prowizji-bliskosc-centrum-ID48Pji.html#31613ff3c1
Mieszkanie do własnej aranżacji.,Widzew Zarzew,3,237 000,47.22,5 019,https://www.otodom.pl/pl/oferta/mieszkanie-do-wlasnej-aranzacji-ID48Pcr.html#31613ff3c1
Słoneczne mieszkanie 40m2 Łódź Górna Dąbrowa,Górna,2,210 000,39.66,5 295,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-40m2-lodz-gorna-dabrowa-ID48Tk0.html#789d7bfe9a
M3 46m2 parter balkon Narutowicza Residence!,Śródmieście,2,360 000,45.28,7 951,https://www.otodom.pl/pl/oferta/m3-46m2-parter-balkon-narutowicza-residence-ID48PaI.html#789d7bfe9a
Rozkładowe dwa z balkonem,Bałuty,2,215 000,37.48,5 736,https://www.otodom.pl/pl/oferta/rozkladowe-dwa-pokoje-z-balkonem-ID46NXJ.html#789d7bfe9a
Rozkładowe M-3 na Karolewie,Polesie,2,199 999,37,5 405,https://www.otodom.pl/pl/oferta/rozkladowe-m-3-na-karolewie-ID48C6M.html#789d7bfe9a
M3 43m2 ok. Czerwonego Rynku 2piętro!,Górna,2,270 000,43,6 279,https://www.otodom.pl/pl/oferta/m3-43m2-ok-czerwonego-rynku-2pietro-ID48P4F.html#789d7bfe9a
Rozkładowe 2 - os. Wielkopolska,Bałuty,2,260 000,46,5 652,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-os-wielkopolska-ID48P3n.html#789d7bfe9a
Funkcjonalne rozkładowe M3 z balkonem,Bałuty Żabieniec,2,235 000,45.20,5 199,https://www.otodom.pl/pl/oferta/funkcjonalne-rozkladowe-m3-z-balkonem-ID48OYg.html#789d7bfe9a
Rozkładowa Kawalerka Na Kozinach,Polesie Koziny,1,199 000,39.60,5 025,https://www.otodom.pl/pl/oferta/rozkladowa-kawalerka-na-kozinach-ID48OSI.html#789d7bfe9a
Rozkładowe M4 - do wprowadzenia/ Park Podolski,Górna Dąbrowa,3,320 000,52.35,6 113,https://www.otodom.pl/pl/oferta/rozkladowe-m4-do-wprowadzenia-park-podolski-ID48OSF.html#789d7bfe9a
M-3 54 m2 2 piętro Bałuty Spacerowa,Bałuty,2,270 000,54,5 000,https://www.otodom.pl/pl/oferta/m-3-54-m2-2-pietro-baluty-spacerowa-ID48OO0.html#789d7bfe9a
Dwa do wejścia! OKAZJA!,Górna,2,189 000,36,5 250,https://www.otodom.pl/pl/oferta/dwa-pokoje-do-wejscia-okazja-ID48OM0.html#789d7bfe9a
3 w nowym apartamencie z ogródkiem centrum,Śródmieście,3,307 000,52.53,5 844,https://www.otodom.pl/pl/oferta/3-pokoje-w-nowym-apartamencie-z-ogrodkiem-centrum-ID48OL3.html#789d7bfe9a
Piękny apartament w atrakcyjnej lokalizacji !!!,Polesie,2,380 000,54,7 037,https://www.otodom.pl/pl/oferta/piekny-apartament-w-atrakcyjnej-lokalizacji-ID48OId.html#789d7bfe9a
Mieszkanie Łódź Polesie/Retkinia ul. Retkińska,Polesie Retkinia,3,315 000,52.97,5 947,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-polesie-retkinia-ul-retkinska-ID48OH8.html#789d7bfe9a
2 Wielkopolska,Bałuty,2,265 000,46,5 761,https://www.otodom.pl/pl/oferta/2-pokoje-wielkopolska-ID48OFK.html#789d7bfe9a
Mieszkanie - Łódź Bałuty,Bałuty,2,265 000,45.95,5 767,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID48Oyg.html#789d7bfe9a
Mieszkanie - Łódź Bałuty,Bałuty,2,219 000,45,4 867,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-baluty-ID48Ovt.html#789d7bfe9a
Przytulne M-3 do wprowadzenia Blisko park Balkon,Górna Dąbrowa,2,230 000,36.24,6 347,https://www.otodom.pl/pl/oferta/przytulne-m-3-do-wprowadzenia-blisko-park-balkon-ID48LLs.html#789d7bfe9a
3 pokojowe mieszkanie po remoncie.,Górna,3,335 000,54,6 204,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-po-remoncie-ID48OgO.html#789d7bfe9a
Mieszkanie 45 Łódź,łódzkie,2,288 000,45,6 400,https://www.otodom.pl/pl/oferta/mieszkanie-45-m-lodz-ID48Ogk.html#789d7bfe9a
Gotowe 2 przy Fabrycznym osiedle Primo II,Śródmieście,2,322 000,41,7 854,https://www.otodom.pl/pl/oferta/gotowe-2-pokoje-przy-fabrycznym-osiedle-primo-ii-ID48OdG.html#789d7bfe9a
Osiedle Primo 2 pok z loggią 5 m2 pozw. na użytko,Śródmieście,2,336 000,45,7 467,https://www.otodom.pl/pl/oferta/osiedle-primo-2-pok-z-loggia-5-m2-pozw-na-uzytko-ID48OcO.html#789d7bfe9a
2 pok z tarasem w super lokalizacji klucze na już,Śródmieście,2,379 000,44.15,8 584,https://www.otodom.pl/pl/oferta/2-pok-z-tarasem-w-super-lokalizacji-klucze-na-juz-ID48OcM.html#789d7bfe9a
Piękne i przytulne mieszkanie na sprzedaż,łódzkie,2,285 000,43,6 628,https://www.otodom.pl/pl/oferta/piekne-i-przytulne-mieszkanie-na-sprzedaz-ID494Jd.html#80e84162cb
Kawalerka z balkonem okno-drzwiami I piętro,Polesie,1,250 000,38,6 579,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-okno-drzwiami-i-pietro-ID494cn.html#80e84162cb
Komfortowe mieszkanie na Retkini,Polesie,3,319 360,52.97,6 029,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-retkini-ID48v4E.html#80e84162cb
Mieszkanie 45 Łódź,Bałuty Teofilów,2,245 000,45,5 444,https://www.otodom.pl/pl/oferta/mieszkanie-45-m-lodz-ID48Oc2.html#80e84162cb
Mieszkanie w atrakcyjnym punkcie lokalizacyjnym,Bałuty,2,265 000,43.20,6 134,https://www.otodom.pl/pl/oferta/mieszkanie-w-atrakcyjnym-punkcie-lokalizacyjnym-ID48OaY.html#80e84162cb
Trzy Centrum-Widzew RABAT 49.000 !!!,Śródmieście,3,288 900,48.91,5 907,https://www.otodom.pl/pl/oferta/trzy-pokoje-centrum-widzew-rabat-49-000-ID48OaW.html#80e84162cb
Mieszkanie 5235 Łódź,Górna,3,320 000,52.35,6 113,https://www.otodom.pl/pl/oferta/mieszkanie-52-35-m-lodz-ID48OaC.html#80e84162cb
Apartament 3 pok.____Hot oferta __Rabat 31 500,Widzew,3,372 721,53.91,6 914,https://www.otodom.pl/pl/oferta/apartament-3-pok-hot-oferta-rabat-31-500-zl-ID48O9L.html#80e84162cb
Apartament 2 pok. Smart Home – Zapraszam,Widzew,2,305 492,41.83,7 303,https://www.otodom.pl/pl/oferta/apartament-2-pok-smart-home-zapraszam-ID48O9K.html#80e84162cb
Miejsce postojowe naziemne i Smart Basic w cenie!!,Śródmieście,3,353 999,52.78,6 707,https://www.otodom.pl/pl/oferta/miejsce-postojowe-naziemne-i-smart-basic-w-cenie-ID48O9J.html#80e84162cb
Wyjątkowa Oferta __M3____Zapraszam,Śródmieście,3,345 208,51.44,6 711,https://www.otodom.pl/pl/oferta/wyjatkowa-oferta-m3-zapraszam-ID48O9H.html#80e84162cb
Apartament 3 pok. - Zapraszam na spotkanie – Rabat,Widzew,3,349 661,52.54,6 655,https://www.otodom.pl/pl/oferta/apartament-3-pok-zapraszam-na-spotkanie-rabat-ID48O9G.html#80e84162cb
Apartament 3 pok. Smart Home – Zapraszam,Widzew,3,351 406,52.80,6 655,https://www.otodom.pl/pl/oferta/apartament-3-pok-smart-home-zapraszam-ID48O9F.html#80e84162cb
Apartament 3 pok.- Rabat 42 500 - Nie zwlekaj,Widzew,3,347 203,52.54,6 608,https://www.otodom.pl/pl/oferta/apartament-3-pok-rabat-42-500-nie-zwlekaj-ID48O9C.html#80e84162cb
Wyjątkowa Oferta__M2__Smart Basic w cenie,Śródmieście,2,289 982,40.86,7 097,https://www.otodom.pl/pl/oferta/wyjatkowa-oferta-m2-smart-basic-w-cenie-ID48O9w.html#80e84162cb
Miejsce postojowe naziemne i Smart Basic w cenie!!,Śródmieście,2,288 072,40.86,7 050,https://www.otodom.pl/pl/oferta/miejsce-postojowe-naziemne-i-smart-basic-w-cenie-ID48O9o.html#80e84162cb
Rozkładowe 2 Doły blisko Asp.,Bałuty,2,270 000,52,5 192,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-doly-blisko-asp-ID48O1y.html#80e84162cb
M-4 ładne wyposażone na Dąbrowie,Górna Dąbrowa,3,320 000,52.35,6 113,https://www.otodom.pl/pl/oferta/m-4-ladne-wyposazone-na-dabrowie-ID48O0k.html#80e84162cb
2 na Dołach/Asp,Bałuty,2,266 000,50.25,5 294,https://www.otodom.pl/pl/oferta/2-pokoje-na-dolach-asp-ID48NXR.html#80e84162cb
M2 okolice parku na zdrowiu okazja,Polesie Koziny,1,207 000,36,5 750,https://www.otodom.pl/pl/oferta/m2-okolice-parku-na-zdrowiu-okazja-ID48NXM.html#80e84162cb
M3 Stary Widzew parter loggia,Widzew,2,205 000,37.20,5 511,https://www.otodom.pl/pl/oferta/m3-stary-widzew-parter-loggia-ID48NRZ.html#80e84162cb
Na sprzedaż mieszkanie 513 mkw w centrum miasta,Śródmieście,2,250 000,51.02,4 900,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-51-3-mkw-w-centrum-miasta-ID48NQb.html#80e84162cb
M3 Łódź Górna,Górna,2,270 000,42.98,6 282,https://www.otodom.pl/pl/oferta/m3-lodz-gorna-ID48NNf.html#80e84162cb
M3 4242m2 loggia winda tereny zielone,Polesie Retkinia,2,245 000,42.42,5 776,https://www.otodom.pl/pl/oferta/m3-42-42m2-loggia-winda-tereny-zielone-ID48NFx.html#80e84162cb
Kawalerka 36m2 po remoncie na zdrowiu,Polesie Koziny,1,199 000,36,5 528,https://www.otodom.pl/pl/oferta/kawalerka-36m2-po-remoncie-na-zdrowiu-ID48NFv.html#80e84162cb
M2__Specjalna Hot oferta dla Państwa - Zapraszam,Śródmieście,2,288 072,40.86,7 050,https://www.otodom.pl/pl/oferta/m2-specjalna-hot-oferta-dla-panstwa-zapraszam-ID48NCQ.html#80e84162cb
HOT OFERTA obok Manufaktury NOWE 2 pok z balkonem,Śródmieście,2,233 090,35.68,6 533,https://www.otodom.pl/pl/oferta/hot-oferta-obok-manufaktury-nowe-2-pok-z-balkonem-ID48NBI.html#80e84162cb
